user_id,overall_rating,food,service,atmosphere,price,drink
000001,4.5,,,,,
000002,3.6,3.6,3.7,3.8,3.5,
000003,4.8,,,,,
000004,3.8,3.8,3.8,3.8,3.7,3.7
000005,4.3,4.3,4.5,4.2,4.0,
000006,4.1,4.1,4.5,4.3,3.8,
000007,3.8,,,,,
000008,4.0,4.2,4.0,3.9,3.7,3.8
000009,5.0,,,,,
000010,5.0,,,,,
000011,3.5,3.5,3.5,3.7,3.3,3.0
000012,3.7,3.7,3.8,3.8,3.8,
000013,3.3,3.3,3.7,3.7,3.3,
000014,3.9,,,,,
000015,3.5,3.5,4.5,4.0,4.0,
000016,3.0,,,,,
000017,3.8,,,,,
000018,3.6,,,,,
000019,3.5,3.5,3.5,3.3,3.3,3.3
000020,5.0,,,,,
000021,4.0,,,,,
000022,4.0,3.9,4.0,4.0,3.8,
000023,3.8,,,,,
000024,4.0,,,,,
000025,3.7,,,,,
000026,4.0,,,,,
000027,4.0,,,,,
000028,3.3,,,,,
000029,1.0,,,,,
000030,4.4,,,,,
000031,4.0,,,,,
000032,3.7,,,,,
000033,3.9,,,,,
000034,4.0,,,,,
000035,5.0,5.0,5.0,5.0,4.0,4.0
000036,3.5,,,,,
000037,3.3,,,,,
000038,3.5,,,,,
000039,5.0,,,,,
000040,3.5,3.4,3.8,3.7,3.3,
000041,3.5,,,,,
000042,3.5,3.5,3.7,3.8,3.4,
000043,3.7,3.5,3.0,3.0,3.0,3.0
000044,3.7,3.8,3.8,3.7,3.3,
000045,4.0,4.0,4.0,4.0,4.0,
000046,4.0,,,,,
000047,4.0,,,,,
000048,3.5,,,,,
000049,3.8,3.9,3.9,3.8,3.8,
000050,3.8,,,,,
000051,4.8,4.8,4.0,4.0,4.5,4.0
000052,3.7,3.8,4.0,4.0,3.0,3.0
000053,4.0,4.0,4.5,4.5,4.0,3.0
000054,4.5,,,,,
000055,3.5,,,,,
000056,4.2,4.6,4.6,4.6,4.2,
000057,3.5,,,,,
000058,5.0,,,,,
000059,5.0,,,,,
000060,4.0,,,,,
000061,3.7,,,,,
000062,3.4,3.5,3.5,4.5,3.0,
000063,3.6,,,,,
000064,3.5,,,,,
000065,3.8,4.0,4.5,4.5,3.0,3.5
000066,5.0,,,,,
000067,3.1,3.1,2.9,3.1,2.5,
000068,3.5,,,,,
000069,3.8,,,,,
000070,3.5,,,,,
000071,3.3,,,,,
000072,4.0,4.0,4.0,4.0,4.0,4.0
000073,4.0,4.0,4.0,4.0,4.0,3.0
000074,3.8,3.8,3.8,3.7,3.8,3.7
000075,3.0,3.0,2.5,3.0,2.0,3.0
000076,3.6,,,,,
000077,3.3,,,,,
000078,3.6,,,,,
000079,4.0,,,,,
000080,3.7,3.8,3.7,3.6,3.7,3.8
000081,3.4,3.4,3.8,3.4,3.0,
000082,3.5,,,,,
000083,3.9,3.9,3.9,3.7,3.8,
000084,5.0,,,,,
000085,3.5,,,,,
