user_id,overall_rating,food,service,atmosphere,price,drink
000001,3.6,3.6,3.2,3.2,3.8,3.4
000002,3.8,4.0,4.0,4.0,5.0,4.0
000003,3.3,3.3,3.4,3.5,3.2,3.4
000004,3.6,,,,,
000005,4.5,4.5,4.5,4.5,4.5,4.0
000006,3.3,,,,,
000007,5.0,,,,,
000008,4.1,,,,,
000009,3.0,,,,,
000010,5.0,,,,,
000011,4.1,,,,,
000012,5.0,,,,,
000013,4.5,,,,,
000014,3.4,,,,,
000015,5.0,,,,,
000016,5.0,,,,,
000017,4.0,,,,,
000018,5.0,,,,,
000019,3.8,,,,,
000020,5.0,,,,,
000021,4.0,,,,,
000022,4.0,,,,,
000023,4.5,5.0,4.5,5.0,4.0,
000024,3.5,,,,,
000025,5.0,,,,,
000026,3.9,,,,,
000027,4.0,5.0,5.0,5.0,4.0,4.0
000028,3.8,,,,,
000029,5.0,5.0,5.0,5.0,5.0,5.0
000030,3.7,,,,,
000031,3.7,,,,,
000032,3.0,,,,,
000033,4.5,,,,,
000034,4.0,,,,,
000035,3.3,,,,,
000036,3.4,,,,,
000037,4.4,,,,,
000038,3.6,3.6,4.5,3.5,3.3,3.3
000039,3.7,3.7,3.6,3.7,3.6,3.6
000040,3.8,,,,,
000041,5.0,5.0,5.0,5.0,4.0,
000042,4.0,,,,,
000043,4.8,4.8,4.8,4.8,4.8,4.8
000044,3.5,3.5,,,,
000045,4.3,4.5,4.5,4.5,3.5,4.5
000046,3.8,,,,,
000047,4.5,,,,,
000048,4.4,4.4,4.2,4.4,4.0,4.0
000049,5.0,,,,,
000050,3.4,,,,,
000051,4.0,3.5,3.5,3.5,3.5,2.5
000052,3.8,,,,,
000053,3.7,3.6,4.0,4.1,4.1,3.7
000054,4.2,,,,,
000055,4.2,,,,,
000056,5.0,,,,,
000057,2.0,,,,,
000058,4.0,,,,,
000059,4.2,,,,,
000060,3.0,3.5,2.5,2.5,1.5,2.0
000061,3.1,,,,,
000062,4.1,,,,,
000063,3.8,,,,,
000064,3.0,,,,,
000065,4.0,,,,,
000066,4.0,,,,,
000067,3.5,,,,,
000068,4.0,,,,,
000069,5.0,,,,,
000071,4.7,5.0,5.0,5.0,4.4,4.8
000072,4.5,,,,,
000073,3.7,,,,,
000074,4.5,,,,,
000075,3.7,,,,,
000076,3.0,3.5,3.0,3.0,,
000077,3.8,,,,,
000078,3.9,,,,,
000079,4.9,,,,,
000081,4.0,,,,,
000082,5.0,4.5,4.5,4.5,4.5,4.5
000083,3.9,,,,,
000084,4.0,4.1,4.0,4.0,3.9,3.6
000085,5.0,,,,,
000086,4.5,,,,,
000087,5.0,,,,,
000088,4.0,,,,,
000089,5.0,,,,,
000090,4.5,,,,,
000091,4.5,,,,,
000092,4.5,,,,,
000093,3.5,,,,,
000094,1.5,3.5,1.5,4.0,3.0,3.0
000095,4.0,,,,,
000096,4.5,,,,,
000097,4.5,4.5,4.5,4.5,3.5,4.5
000098,1.8,,,,,
000099,2.0,,,,,
000100,5.0,,,,,
000101,5.0,,,,,
000102,4.5,,,,,
000103,4.7,,,,,
000104,3.0,,,,,
000105,3.2,,,,,
000106,4.2,4.5,4.2,4.0,4.1,
000107,4.2,4.5,4.2,4.0,4.1,
000108,4.1,4.2,4.0,4.0,3.8,3.5
000109,4.2,4.2,4.2,4.2,4.2,4.2
000110,3.8,3.5,3.3,3.8,3.0,3.5
000111,4.0,4.0,3.8,4.0,3.8,
000112,4.0,,,,,
000113,3.5,3.8,3.5,3.3,3.0,3.0
000114,3.9,4.0,3.5,3.8,3.5,3.5
000115,4.0,4.0,,,,2.8
000116,4.0,4.0,3.5,3.5,,2.8
000117,4.0,4.2,4.0,3.8,3.8,
000118,3.9,4.0,3.5,3.7,3.5,3.0
000119,3.9,4.0,3.5,3.5,3.8,3.5
000120,4.0,,,,,
000121,3.9,,,,,
000122,4.0,4.0,,,,2.8
000123,1.0,,,,,
